case_number,category_id,location_id,occurred_at,reported_at,description,mo_tags,status,priority,progress,assigned_officer_id,dataset_provenance,source_import_job_id,source_file,source_row_ref,id,created_at,updated_at
CR-2026-DET-104,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,eae4b1c0-00d0-44ed-9400-af7999f23e15,2024-11-15 03:15:00,2024-11-15 08:00:00,"Smuggling & Excise Violations reported at Tirthahalli Cross, Shimoga","temple crowd chain snatching, getaway bike, gold targeting",investigating,high,65,19ac4d07-7b48-4c0f-b27c-c36fdb9bf801,demo,,,,e65b5651-58f9-4cb7-852b-61c66b43dda9,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-233,537eee7f-7c4d-415e-b9be-792c02658f23,ee3d6a63-af53-4c1c-b088-c69307792f39,2025-12-09 17:05:00,2025-12-09 19:30:00,"Property Disputes reported at Gulbarga University Road, Kalaburagi","vehicle reconnaissance, cash-only transactions, phishing URL SMS",investigating,critical,71,c01b3bfb-4c1b-4e70-bd24-9411fd4745f0,demo,,,,e67e95d0-83d2-48f1-a371-cb6eff0670f7,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-170,1b770b27-4234-44c6-836f-811c4b1b0dca,a78860ab-f799-443b-8a88-1698ef2a4c5c,2025-06-01 23:30:00,2025-06-02 02:40:00,"Illegal Mining Violations reported at Gundlupet Junction, Chamarajanagar","temple crowd chain snatching, getaway bike, gold targeting",appealed,critical,43,a42d03ad-0de6-4b92-96ef-5ab3f60aff1e,demo,,,,e6cf52f1-d95e-42b5-accb-594646a1cf50,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-153,e8dd85a6-421f-452c-811a-c3bed4e9a18b,b3cbd8d6-4a2b-412c-aa14-22d9f749ee8f,2025-04-12 00:30:00,2025-04-12 04:15:00,"Theft & Burglaries reported at Gauribidanur Cross, Chikkaballapura","night riverbed extraction, forged transit permit, heavy excavator used",open,critical,40,bf35b187-ebe7-4b59-8410-4293f883621a,demo,,,,e6fc639f-f04c-43b8-97fc-4ee36ce71bc3,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-016,e8dd85a6-421f-452c-811a-c3bed4e9a18b,304c385e-8058-4cac-afa7-ad6cf9798c15,2024-02-25 02:30:00,2024-02-25 06:05:00,"Theft & Burglaries reported at Chikkaballapura Town, Chikkaballapura","crypto mule routing, fake KYC, call spoofing, high-yield investment scam",open,low,26,bf35b187-ebe7-4b59-8410-4293f883621a,demo,,,,e7d97f9c-3d49-46d0-8a73-33254870a568,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-CB-001,537eee7f-7c4d-415e-b9be-792c02658f23,304c385e-8058-4cac-afa7-ad6cf9798c15,2026-08-03 11:05:00,2026-08-03 13:55:00,"Property Disputes reported at Chikkaballapura Town, Chikkaballapura","temple land encroachment, forged records",open,low,50,bf35b187-ebe7-4b59-8410-4293f883621a,demo,,,,ea067cc1-1c97-4507-8bf8-6b2b9c80db50,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-303,019ae936-623e-4279-8981-d5b369e400f3,8ca968cd-085f-4ed9-a02e-90b26d1f329a,2026-07-04 19:55:00,2026-07-05 00:10:00,"Domestic Violence reported at Hubli Traffic Island, Dharwad","temple crowd chain snatching, getaway bike, gold targeting",investigating,medium,84,905faca5-a4ac-49a1-bc88-1d5e1907b6cb,demo,,,,eb432492-c10b-40fe-a04a-3c66d8a6173f,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-166,1b770b27-4234-44c6-836f-811c4b1b0dca,ee3d6a63-af53-4c1c-b088-c69307792f39,2025-05-21 01:40:00,2025-05-21 02:45:00,"Illegal Mining Violations reported at Gulbarga University Road, Kalaburagi","temple crowd chain snatching, getaway bike, gold targeting",investigating,high,59,c01b3bfb-4c1b-4e70-bd24-9411fd4745f0,demo,,,,eba3ce79-9437-4393-b2ce-6fae88680030,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-029,53249216-9af1-450e-b498-547d83a6ba26,d89164ee-fc7d-4a4c-b073-b925c429bd2c,2024-04-06 20:20:00,2024-04-06 21:45:00,"Assault reported at Kapu Beach Junction, Udupi","land document forgery, witness intimidation, fake power of attorney",investigating,medium,43,59c075bd-c5d7-48bc-b115-91f5b0d2cf7b,demo,,,,ece61a3e-de45-4d9a-ac70-ab2a42b6e42c,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-135,7da8b3f7-e772-4580-b901-3beb7e65454c,2c06e756-6fb1-4a05-8b94-d5ba3ead5d65,2025-02-15 12:10:00,2025-02-15 15:35:00,"Cyber Crime & Online Fraud reported at Karwar Port Road, Uttara Kannada","forest boundary timber smuggling, midnight log transport",closed,medium,100,8e38105b-15a3-48cb-8fe4-88a34542ccfa,demo,,,,ed88ba7c-2233-4b54-8e66-de2b3ab7909c,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-199,53249216-9af1-450e-b498-547d83a6ba26,3733d8bd-c340-422a-b303-10f2e7871b5b,2025-08-28 14:50:00,2025-08-28 18:10:00,"Assault reported at Camp Area Patrol, Belagavi","interstate transit, concealed false compartment, synthetic MDMA, dead drop",open,medium,12,31d37711-b1aa-44be-b8fd-c1a4355577d9,demo,,,,ee391c87-8837-4252-8d1b-1ef31dc3bc53,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-220,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,1886a491-3bc5-4de7-aeb6-2350e5a560d0,2025-10-29 01:25:00,2025-10-29 03:45:00,"Smuggling & Excise Violations reported at Hospet Town Center, Vijayanagara","warehouse hideout used, cash-only transactions",open,medium,24,219a87ba-850b-48e5-8a33-2151a3337db0,demo,,,,eea938a2-b182-418f-909a-f1de6ee3cf5f,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-227,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,2080054b-41b4-46be-898f-9dc406809e4e,2025-11-18 02:50:00,2025-11-18 06:45:00,"Smuggling & Excise Violations reported at Yadgir Road Junction, Raichur","vehicle reconnaissance, electronic surveillance evasion",investigating,high,69,4c15aede-a2ad-4322-bb3e-1264d9593b53,demo,,,,efda7455-38e7-4356-8001-2c8c4dea4f99,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-310,7da8b3f7-e772-4580-b901-3beb7e65454c,3733d8bd-c340-422a-b303-10f2e7871b5b,2026-07-26 17:35:00,2026-07-26 21:40:00,"Cyber Crime & Online Fraud reported at Camp Area Patrol, Belagavi","temple crowd chain snatching, getaway bike, gold targeting",investigating,medium,81,31d37711-b1aa-44be-b8fd-c1a4355577d9,demo,,,,f00fcacb-361b-4785-a0e5-de264ec6cdbb,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-074,537eee7f-7c4d-415e-b9be-792c02658f23,eae4b1c0-00d0-44ed-9400-af7999f23e15,2024-08-20 08:40:00,2024-08-20 10:20:00,"Property Disputes reported at Tirthahalli Cross, Shimoga",electronic surveillance evasion,open,medium,38,19ac4d07-7b48-4c0f-b27c-c36fdb9bf801,demo,,,,f03647a9-db61-4d05-ab67-9fb2768fa09d,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-306,019ae936-623e-4279-8981-d5b369e400f3,af5fa199-cce9-4618-b574-e182e434dd6f,2026-07-13 19:35:00,2026-07-14 00:30:00,"Domestic Violence reported at Homnabad Cross, Bidar",coordinated group activity,unsolved,high,82,2fd383db-cd0b-4cca-9161-74533c0a3647,demo,,,,f0bf7f35-c3ff-4f8b-9068-5c47020f713f,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-127,7da8b3f7-e772-4580-b901-3beb7e65454c,7eb21de1-5854-4fe8-aa0b-1ec6865450bd,2025-01-22 12:40:00,2025-01-22 14:20:00,"Cyber Crime & Online Fraud reported at Vani Vilas Mohalla, Mysuru","fake identity documents, warehouse hideout used, night operation",unsolved,high,26,6d399214-9acb-4a0b-98c8-ae0b2a17b775,demo,,,,f1504c10-ba8d-4a6f-8627-a7e8eb75dc0f,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-265,53249216-9af1-450e-b498-547d83a6ba26,f08b6675-bdea-4824-ab7b-02bc87e80982,2026-03-14 17:15:00,2026-03-14 21:50:00,"Assault reported at Devaraja Market Zone, Mysuru","temple crowd chain snatching, getaway bike, gold targeting",open,high,34,6d399214-9acb-4a0b-98c8-ae0b2a17b775,demo,,,,f20dce76-ae9f-4645-a0c0-499a7d392db7,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-287,53249216-9af1-450e-b498-547d83a6ba26,9f99dfc3-9d40-4c97-832b-59260dfdad8a,2026-05-18 15:35:00,2026-05-18 19:40:00,"Assault reported at Mandya Town Center, Mandya","coordinated group activity, phishing URL SMS, vehicle reconnaissance",open,medium,5,f36f5a0e-c026-4c91-9ec4-02b25920283e,demo,,,,f28bff49-9bd4-4471-9a83-1b5c733116e3,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-240,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,5746881f-84f3-4219-92fb-0ed29d4d8936,2025-12-31 20:40:00,2025-12-31 21:45:00,"Smuggling & Excise Violations reported at Mysuru-Mandya Highway, Mandya",coordinated group activity,unsolved,low,67,f36f5a0e-c026-4c91-9ec4-02b25920283e,demo,,,,f29e3bf3-3736-4481-9212-3a17322545c0,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-210,7da8b3f7-e772-4580-b901-3beb7e65454c,10bd2f3d-caec-4202-8ed8-5efd2c067854,2025-09-28 10:15:00,2025-09-28 15:05:00,"Cyber Crime & Online Fraud reported at Kolar Gold Fields Road, Kolar","crowbar lock bypass, phishing URL SMS",open,critical,41,314c456a-4c37-43b1-99a0-4b6239463b6f,demo,,,,f2f09272-8a21-4522-9c77-7e8b51b36cce,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-242,b832740f-0285-496a-8ae7-c0ba3fce708b,f08b6675-bdea-4824-ab7b-02bc87e80982,2026-01-02 20:00:00,2026-01-02 21:00:00,"Narcotics Smuggling Services reported at Devaraja Market Zone, Mysuru","night operation, electronic surveillance evasion",appealed,medium,47,6d399214-9acb-4a0b-98c8-ae0b2a17b775,demo,,,,f38ac969-4750-4c32-b56b-fe2316bf20f2,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-226,019ae936-623e-4279-8981-d5b369e400f3,0201b9e3-394f-47ca-8471-2c0dd1078fb0,2025-11-19 18:05:00,2025-11-19 20:45:00,"Domestic Violence reported at Nazar Mohalla Beat, Mysuru","distillery raid, illicit arrac transport, unbranded glass bottles, [ANOMALY_FLAGGED: unexpected high-severity off-hour spike]",unsolved,critical,23,6d399214-9acb-4a0b-98c8-ae0b2a17b775,demo,,,,f394225d-055f-4dd8-ab3f-daa8950bb908,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-KLB-002,1b770b27-4234-44c6-836f-811c4b1b0dca,ee3d6a63-af53-4c1c-b088-c69307792f39,2026-08-21 03:50:00,2026-08-21 07:30:00,"Illegal Mining Violations reported at Gulbarga University Road, Kalaburagi",illegal sand mining from riverbed,open,high,30,c01b3bfb-4c1b-4e70-bd24-9411fd4745f0,demo,,,,f498e3ed-f7ee-4d83-9a0d-0a1e6edac627,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-067,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,7a1fcf66-da18-4fde-936f-31906c9a83f4,2024-07-29 20:20:00,2024-07-29 21:30:00,"Smuggling & Excise Violations reported at Koramangala Layout, Bengaluru Urban","interstate transit, concealed false compartment, synthetic MDMA, dead drop",closed,low,100,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,f4c0bb12-15ef-403b-ad9e-1e4d946b781b,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-078,53249216-9af1-450e-b498-547d83a6ba26,58514cca-e5de-4726-8e67-d0daff330f62,2024-09-01 12:10:00,2024-09-01 16:00:00,"Assault reported at Chikkamagaluru Town, Chikkamagaluru","fake customer care portal, OTP interception, remote access app",investigating,high,57,ca5236a4-32f9-4a78-8e38-29bb36d03874,demo,,,,f60415dd-abe6-4296-a6b2-d34d6c2d5f8c,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-205,537eee7f-7c4d-415e-b9be-792c02658f23,cc8f38c8-f592-4a9b-826d-f047fb83c593,2025-09-13 18:10:00,2025-09-13 21:35:00,"Property Disputes reported at Virajpet Cross Road, Kodagu","distillery raid, illicit arrac transport, unbranded glass bottles",open,high,45,e44eac9d-cdbe-4431-b175-c6dd48feca28,demo,,,,f6764b0c-32d9-44a9-97d9-9f59e40ad00f,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-UKN-003,53249216-9af1-450e-b498-547d83a6ba26,dad870c6-c84b-4236-96b9-96b945aef839,2026-07-26 14:00:00,2026-07-26 15:30:00,"Assault reported at Yellapur Junction, Uttara Kannada",tribal land dispute violence,closed,medium,100,8e38105b-15a3-48cb-8fe4-88a34542ccfa,demo,,,,f6d16c6e-78d2-4cce-9bc5-9d181abce25c,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-099,53249216-9af1-450e-b498-547d83a6ba26,7a1fcf66-da18-4fde-936f-31906c9a83f4,2024-10-30 19:05:00,2024-10-30 21:20:00,"Assault reported at Koramangala Layout, Bengaluru Urban","scooter reconnaissance, crowbar entry, night operation, cash targeting",open,critical,6,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,f7b0378a-f608-4ce9-8e4d-3225a17c8fc3,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-243,b832740f-0285-496a-8ae7-c0ba3fce708b,304c385e-8058-4cac-afa7-ad6cf9798c15,2026-01-08 23:35:00,2026-01-09 04:05:00,"Narcotics Smuggling Services reported at Chikkaballapura Town, Chikkaballapura","temple crowd chain snatching, getaway bike, gold targeting",open,critical,25,bf35b187-ebe7-4b59-8410-4293f883621a,demo,,,,f8bdcac4-4fc8-4897-8c99-7744d8c2e186,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-268,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,58514cca-e5de-4726-8e67-d0daff330f62,2026-03-21 20:20:00,2026-03-21 21:40:00,"Smuggling & Excise Violations reported at Chikkamagaluru Town, Chikkamagaluru","land document forgery, witness intimidation, fake power of attorney",investigating,low,49,ca5236a4-32f9-4a78-8e38-29bb36d03874,demo,,,,f8eeedc4-d280-47fc-adbe-048a0ba88423,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-CMG-001,e8dd85a6-421f-452c-811a-c3bed4e9a18b,58514cca-e5de-4726-8e67-d0daff330f62,2026-08-10 23:55:00,2026-08-11 04:10:00,"Theft & Burglaries reported at Chikkamagaluru Town, Chikkamagaluru",coffee estate equipment theft at night,open,medium,25,ca5236a4-32f9-4a78-8e38-29bb36d03874,demo,,,,fa36523d-1030-4b0b-b182-2245ccc3983b,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-090,7da8b3f7-e772-4580-b901-3beb7e65454c,1b75697a-1226-432a-aaff-763cc0bee9d2,2024-10-04 10:15:00,2024-10-04 14:30:00,"Cyber Crime & Online Fraud reported at Madikeri Town Center, Kodagu","distillery raid, illicit arrac transport, unbranded glass bottles",appealed,medium,21,e44eac9d-cdbe-4431-b175-c6dd48feca28,demo,,,,fab15ece-56be-4bfb-84cc-8b416d987f19,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-137,7da8b3f7-e772-4580-b901-3beb7e65454c,d4a7d6da-b132-4b42-a3fd-2a3d537a912f,2025-02-22 10:45:00,2025-02-22 13:30:00,"Cyber Crime & Online Fraud reported at Harpanahalli Junction, Davanagere","vehicle reconnaissance, phishing URL SMS, cash-only transactions",investigating,medium,41,c31cd5b1-71b1-4e9d-a06b-9fadde8f9e6f,demo,,,,fc6297c9-2143-4f21-be22-e298fcebd377,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-114,7da8b3f7-e772-4580-b901-3beb7e65454c,e1cb5409-f69e-45e2-b587-aed5764741bd,2024-12-15 10:15:00,2024-12-15 14:25:00,"Cyber Crime & Online Fraud reported at Ballari Mines Sector B, Ballari","highway cargo truck hijacking, driver assault, remote warehouse offload",open,high,9,35ec4bb7-90e0-43a2-9e8a-289e1339f1a0,demo,,,,fd03cbae-f186-44d9-a36f-e8c808d610c5,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-VJN-001,1b770b27-4234-44c6-836f-811c4b1b0dca,1886a491-3bc5-4de7-aeb6-2350e5a560d0,2026-08-20 02:45:00,2026-08-20 05:00:00,"Illegal Mining Violations reported at Hospet Town Center, Vijayanagara","illegal iron ore transport, weighbridge tampering",open,high,25,219a87ba-850b-48e5-8a33-2151a3337db0,demo,,,,fda38189-3bdb-46a3-b249-71427e089477,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-221,b832740f-0285-496a-8ae7-c0ba3fce708b,5746881f-84f3-4219-92fb-0ed29d4d8936,2025-11-01 03:15:00,2025-11-01 08:00:00,"Narcotics Smuggling Services reported at Mysuru-Mandya Highway, Mandya","darknet forum coordination, warehouse hideout used",investigating,high,84,f36f5a0e-c026-4c91-9ec4-02b25920283e,demo,,,,fe9cbc33-c022-45d4-93fb-b7877791dc86,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-290,019ae936-623e-4279-8981-d5b369e400f3,271adc05-a0ac-410d-be2b-33fba2ee0a3e,2026-05-27 18:10:00,2026-05-27 21:25:00,"Domestic Violence reported at KR Puram Transit Corridor, Bengaluru Urban","coordinated group activity, fake identity documents, warehouse hideout used",investigating,high,64,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,fea4b61a-0925-4053-a8d7-62e4a6e03401,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-200,1b770b27-4234-44c6-836f-811c4b1b0dca,3388760d-ac61-45c4-bb24-2bca38f6d13e,2025-08-29 02:15:00,2025-08-29 06:25:00,"Illegal Mining Violations reported at Arsikere Town Road, Hassan","fake customer care portal, OTP interception, remote access app",investigating,high,74,d90df2b2-c392-4aed-8af3-1024b8d7e0a0,demo,,,,ff68bd94-05d7-4cd9-85de-85bcbaed7af0,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-167,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,e64fc5b2-4ce1-4c28-b5c3-8a24843777c5,2025-05-22 23:55:00,2025-05-23 04:10:00,"Smuggling & Excise Violations reported at Betageri Cross, Gadag","interstate transit, concealed false compartment, synthetic MDMA, dead drop",closed,high,100,b19d0b00-458c-4d08-b530-342a4d4f368b,demo,,,,fff3a7f9-3c36-4ed2-9e97-3c57508fe2b0,2026-08-29 12:45:08,2026-08-29 12:45:08
